	label	tweet
55	0	Mungkin saya, dengan rendah hati, bisa meminta pendukung paslon 1 yang masih berat hati, untuk melihat foto ini sejenak #AHY
56	0	Aku bangga jadi anak memo. #AHY #moshing
57	0	Pendukung #AHY sulit melupakan bully2 seperti ini
58	0	pantas saja #AHY hancur
59	0	anggap saja bisa, sebulan kemudian pada dijual (pindah tangan) ke orang2 elit partai gerindra dan pks #pilkadadki #ahy
60	0	#AHY, antasari, konferensi pers sby, sby, Konferensi Pers SBY seperti Rengekan Anak Kecil
61	0	Tim yang tidak pernah tidur #ahy
62	0	Coba beretika bila ingin dukungan dari konstituen setia #AHY. Jangan menipu dengan membuat meme dan berita palsu. Rachland Nashidik
63	0	Kasihan #AHY ,, Tidak menyadari ada musuh dalam sarung Selfienya sebagai motivasi terselubung hmmm.
64	0	amieeennnnn dan tidak lupa dengan janji2 manis saat kampanye..#AHY Sang Mayor Sejati
65	0	Pada Pilkada DKI, AHY dan SBY jadi target hoax dan fitnah yang dilakukan akun-akun pendukung Ahok.
66	0	AHY masih mentah tapi mau dikarbit demokrat, melihat pilkada dki mereka tahu bahwa kemenangan pemilu cukup memakai sentimen sara saja
67	0	Akibat pernyataan Antasari, suara AHY melorot pada Pilkada DKI.
68	0	Enam bulan kampanye pilkada di kubu AHY, pendukung Ahok sibuk serang program AHY. Tidak pernah mereka kampanye program Ahok sendiri
69	0	(13) namun apa yang dicontohkan AHY dan pendukungnya tak terjadi paska putaran kedua Pilkada DKI Jakarta. Perentangan menjadi semakin tajam.
70	0	AHY dan Tim berjalan menjauh dari hiruk pikuk Pilkada. Melanjutkan perjalanan panjang politik mereka dengan rasa kecewa @panca66 @bambangelf
71	0	Ketika AHY kalah & berpidato, semua timnya terdiam menangis, lalu setelah itu mereka melepaskan diri dari pilkada DKI. @panca66 @bambangelf
72	0	sejujurnya penilaian subyektif saya, terlalu cepat bila AHY 2019. Kalah di pilkada bukan modal, tapi catatan negatif.
73	0	Tolak bajingan tengik AHY tukang sogok pemilih ini. Bangsat AHY ini sungguh berbahaya
74	0	tolak ahy yang berpolitik membawa agama #AHYMaininSARA
75	0	Astaga ini pendukung AHY tidak terima sekali dengan hasil survey,harusnya jadi tolak acuan untuk lebih semangat #efeknontonmetro
76	0	Sah-sah aja, Justru itu menjadi tolak ukur kedewasaan warga dki, kalo AHY menang artinya pola pikir warga masih primitif.. #PolitikUangAHY
77	0	Suara Warga Cuma Dihargai SEMBAKO TOLAK AHY Sudah melakukan penyuapan kepada warga @Abaaah @MurtadhaOne @RinjaniJB @fariz1234 @ananghijau
78	0	Sejak AHY tidak ikut pilkada lagi sudah tidak asyik ya
79	0	tinggal seleksi tendemnya. Di pilkada DKI AHY kalah karena tendemnya salah pilih. Malah mengurangi kualitas AHY
80	0	Ternyata segelintir pendukung AHY merasa ditikung di saat terakhir karena adanya tweet dari akun resmi parpol pendukung Anies-Sandi #Pilkada
81	0	AHY Menanggung Akibat Cuitan Ayahnya yang Tak Produktif.
82	0	kering sudah darah @ahy saatnya menghisap darah @anisandi mumpung stok darahnya bergudang-gudang, darah hantu diminum setan #pilkadadki
83	0	Sebenarnya reaksi pendukung AHY ini tak perlu bersikap Baper seperti itu, karena tak ada yang mau jadi pecundang di ajang Pilkada #PilkadaDK
84	0	Dengan Suara Bergetar, AHY Minta Maaf Sudah Kecewakan Pendukungnya. http://bit.ly/2kSOA2G  #pilkadadki
85	0	AHY Kalah di Kandang, Begini Respon Para Tetangga. http://bit.ly/2kpEDv4 #pilkadadki
86	0	lini pertahanan AHY rapuh debat efek, aksi 112 efek dan Antasari efek #pilkadaDKI
87	0	Gagal di Pilkada DKI Jakarta AHY Diisukan Maju ke Pilgub Jatim https://goo.gl/fb/ECcmdW  #headlines #politikbirokrasi #pilkadadki
88	0	AHOK melejit... Anies menanjak... AHY mengapung... #PilkadaDKI
89	0	Berdasarkan survey sementara, AHY masuk 3 besar. Selamat! #PilkadaSerentak2017 #PilkadaDKI
90	0	Meninggalkan zona aman dan nyaman demi kemajuan Jakarta, dengan hasil yang tak sesuai harapan - AHY #realitybites #PilkadaDKI
91	0	Kasihan AHY kalah walaupun sudah umroh, dibantu doa 7 juta umat.Ternyata Allah itu netral, tidak berpolitik #PilkadaDKI
92	0	Jual baju bekas AHY, baru 3 bulan, PM for info #PilkadaDKI @AgusYudhoyono
93	0	AHY siap siap jadi vocalis BAND rock yaaaa, lompat lompat mulu bang kerjaannya #PilkadaDKI #QuickCount
94	0	Kasian benar nasib AHY, karir tinggi di TNI harus tamat karena nafsu pepo. Selanjutnya paling cepat ikut parpol kalau tidak begitu dagang ak
95	0	Jangan sampai SBY berkata AHY kalah gara-gara Antasari ya? Survey kan sudah menunjukan AHY terus merosot elektabilitasnya #PilkadaDKI
96	0	Saya bertanya kepada Bapak Presiden, TV saya rusak apa ya? Kok AHY tidak naik naik hasil QC sementara? #PilkadaDKI *GPP*
97	0	Pepo sampai saat ini kok belum menyatakan prihatin AHY jadi pecundang #pilkadaDKI #pilkadarasapilpres #Pilkada2017
98	0	Selamat datang AHY sebagai rakyat biasa setelah mundur dari TNI dan kalah di Pilkada DKI #pilkadaDKI #pilkadarasapilpres
99	0	"heeebohhhh....Agus Sylvi kalah di TPS 6 tmpat @AgusYudhoyono menggunakan hak pilihnya... #PilkadaDKI #QuickCount #ahy	"
100	0	Yang pilih #AHY semoga tidak  ikut demokrat yaa kalau benar mau dukung Ahok.
101	0	Demokrat ke Ahok, Gerindra: Ini Tantangan karena Mereka Bermain Politik Kotor http://dlvr.it/NNsyDv
102	0	Mesin robot #AHY-Sylvi lupa dimatiin, jadi masih masuk trending topik
103	0	Buat pendukung #AHY mari rapatkan barisan ke paslon #3 Buang issu miring paslon #3 Masih mau dipimpin seorang TERDAKWA? SIMULUT EMBER????
104	0	Harusnya rakyat menangis melihat #AHY KALAH. Bukan dari aspek #AHY sebagai pribadi, tapi demi kepentingan rakyat sendiri. #TetapAHY
105	0	Maksud hati caper dari ahy/silvy, eh malah kena protes dari mereka <FACE WITH STUCK-OUT TOUNGES> <Rolling on the Floor Laughing> <Rolling on the Floor Laughing>
106	0	AHY bisa kok menang pilgub DKI, bisa.... Asal ngumpulin dulu 7 bola dragon ball <Rolling on the Floor Laughing> <Rolling on the Floor Laughing> #QuickCount #PilkadaDKI
107	0	Ah sekarang kalau lihat AHY jadi inget Norman Kamaru Apakah AHY akan jualan bubur? Lalu naik haji <Smiling Face With Open Mouth & Smiling Eyes> #PilkadaDKI
108	0	AHY kemungkinan besar tersingkir <Persevering Face> <Persevering Face> #PilkadaDKI hampir pasti dilanjuntukan di putaran kedua, Ahok-Djarot vs Anies-Sandi.
109	0	AHY nyungsep , orang bapaknya aja menyarankan coblos no 2 <Smiling Face With Open Mouth & Smiling Eyes> #PilkadaDKI
110	0	Mau nyoblos atau mau ke tempat berkabung. <Tongue> #Ahy memakai baju hitam2..atau lagi sedih <Smiling Face With Open Mouth & Smiling Eyes> #siapkalah di #Pilkadadki  @Metro_TV
111	0	AHY Sangat Cemas Terhadap Situasi Sosial Usai Pilkada Jakarta: Pilkada DKI Jakarta berdampak negatif bukan hanyaâ€¦ http://dlvr.it/PGqY
112	0	AHY kalah.. Sisi negatif: Umat Islam tertunda dalam menempatkan pemimpin. Sisi positif: Umat Islam terhindar dari saling hujat & buka aib.
113	0	#DebatFinalPilkadaJKT AHY AHY Anda ngomong karakter.. Anda tau yang barusan Anda omongkan untuk melihat sisi negatif orang lain? <Tongue> <Oncoming Fist>
114	0	AHY hanya membicarakan negatif saja untuk Jakarta, tidak ada solusi yang tepat untuk mengatasi nol besar. <Thumbs Down> #Debat1PilkadaDKI
115	0	Kicauan Negatif SBY Diyakini Pengaruhi Elektabilitas AHY http://brt.st/5qQ7  via @beritasatu #JakartaAdalahKita
116	0	Ya Alloh Tuhan YME, AHY ternyata didukung senator beraura negatif #SenatorDKIDukungAgusSylvi
117	0	menemukan Foto seperti ini, Ternyata lingkaran orang2 AHY penuh masalah semua integritas dan kwalitas yang negatif Waspada.. Waspada.. <Thumbs Down>
118	0	wah si AHY 70% sentimennya negatif. Wkwkwk.<FACE WITH STUCK-OUT TOUNGES>
119	0	Senjata makan tuan aka karma @Beritasatu: #PopulerB1 2: Kicauan Negatif SBY Diyakini Pengaruhi Elektabilitas AHY <FACE WITH STUCK-OUT TOUNGES>
120	0	#AHY AniesHilangYa.. #AhokDjarotDiRosi. <Grimacing Face> <Grimacing Face> @KompasTV @Rosianna766Hi @SittaYohag @gunawanahokers @gUNJKT_ @PartaiSocmed @ulinyusron
121	0	#AHY Anies Hilang Ya di debat @KompasTV #ahokdjarotdirosi <Grimacing Face> <Grimacing Face> @Takviri @WahhabiCC @embah72 @gerilyapolitik @cagubnyinyir @kangdede78
122	0	2.mesti nyuruh mantan pemilih #AHY-#Sylvi buat pilih paslon #Anies-#Sandi !!! <Face With Open Mouth> <THUMBS UP> <OK HAND> <FOLDED HANDS> <Thinking Face> <Smiling Face With Sunglasses> https://twitter.com/RestySeterah/status
123	0	1.Kenape kagak dilawan ama pasangan #AHY-#DickyChandra buat Pilgub Jabar ??? Cuma Demokrat emang hrs tegas dulu buat Pilgub DKI, <Thinking Face> <Thinking Face> <Thinking Face>
124	0	Gara2 kemaren #AHY pake seragam hitam2 ??? <Thinking Face> <Thinking Face> <Thinking Face> <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Sunglasses> https://twitter.com/NetizenTofa/status/841350678345736192 …
125	0	ya pastilah #FPI kan tidak suka sama Ahok jadi pas #AHY udah kalah otomatis dukungannya lari ke mas #Anisa AniesSandi <Grimacing Face>
126	0	ahoker masih bully #AHY
127	0	@ZaraZettiraZZ @NetizenTofa @ndoro__putri ada ahoker masih ngebully program #AHY <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY>
128	0	Kirim ke aku saja Kaosnya... #AHY sejati <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>
129	0	#ahy <Frowning Face>
130	0	#AHY,humor,lagu, Kisah Sedih AHY di Balik Lagu Jatuh Bangun  <Frowning Face> <Frowning Face>
131	0	#AHY,Cuitan Hati SBY,Cuitan SBY, jokowi, mantan, mantan terindah,Pilgub DKI 2017  <Tongue> <Tongue>
132	0	Owalah, kasihan kamu, Dik. Semoga kamu tidak jadi orang miskin, ya. Aamiin <THUMBS UP>  #AHY selalu dihati  <Tongue> 
133	0	Aku bangga jadi anak memo.  <Tongue>   <Face With Stuck-Out Tongue & Closed Eyes>  <FACE WITH TEARS OF JOY>    #AHY #moshing
134	0	Pendukung #AHY sulit melupakan bully2 seperti ini <Thumbs Down>
135	0	Versi #3 video #AHYANGaruk2Kepala terlihat bingung bicara banjir, kota apung  <Face With Stuck-Out Tongue & Closed Eyes>  di atas, permukaan tanah dan air, bikin bengong <Smiling Face With Open Mouth & Closed Eyes>
136	0	Ahokers mendadak #AHY ?? Gak salah tuh?? Sesuatu banget !!  <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes>
137	0	HOAX kok tidakada habis2nya...  Foto 4 hari sebelum pencoblosan...fotonya tidak HOAX.. tulisanya penuh dusta! <Angry Face>
138	0	Deklarasi ini sepihak. Tanpa konsultasi dan persetujuan AHY.
139	0	@Syahrir_Lantoni sudah kena telikung sekarang nama #AHY dibajak pula? <Face With Stuck-Out Tongue & Closed Eyes>
140	0	Meski saya tak pilih #AHY, kok rasanya mules ya dengan kontestasi politik putaran 2 #politikpalsu cuih  <Pig Nose> <Pig Nose>
141	0	Pak @SBYudhoyono jangan biarkan pengorbanan dan perjuangan #AHY , Kita #Lawan Rezim Koplak ini ! #nunggu komando.  <Fire>  <Fire>
142	0	Jadi gak sampai hati ketika mencermatinya ! Mungkin ada penyusup masuk tidak terpantau <Person Bowing> oleh team #AHY
143	0	Ayo pendukung AHY Dukung penggembosmu <Tongue> <Fire> <Fire>
144	0	Suara #ahy bakal direbuntukan. Apakah pak @basuki_btp mau melanjuntukan program yang di usung pak @AgusYudhoyono sepertinya tidak .  <Expressionless Face>
145	0	@SBYudhoyono tweet anda yang justru kontraproduktif terhadap #AHY pak. <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face>
146	0	#AHY #SBY #Jakarta #Jatim #Jabar #Presiden #NgopiSore Mau ke Mana AHY Setelah Nyungsep di Jakarta? @tribunmedan
147	0	Suara #AHY rusak gara-gara nyanyian si AA PeKa ini, moga SBY bisa bikin dia jeblos penjara sampai pupus disana !!! #GueGeram  <Face With Steam From Nose>
148	0	awas banyak mendadak baik, metamorfosis dari kecebong brubah jd anjing penjilat #AHY & #AniesSandi  <OK HAND> <Clapping Hands>
149	0	Sekarang tinggal tunggu sikap #AHY terhadap manuver agus   <Clapping Hands>  <Face With Cold Sweat> <Face With Cold Sweat>
150	1	Doa ku.. Semoga suaranya mas Agus-Sylvi beneran ke #Badja #PilkadaDKI2017 yakin kan mas Agus.. Aku pada mu..
151	1	Terima kasih mas @AgusYudhoyono, karenamu anak muda telah berani menyuarakan perubahan. Kami tetap bersamamu #YNWA
152	1	KETEMU DI ISTIQLAL Bangga Pernah Jadi Bagian Dari @AgusYudhoyono dan @sylviana_murni @ZaraZettiraZr @AhyCenter @SohibAHY
153	1	Tersingkir dari kancah pilkada DKI, rupanya ada cara lain untuk mengangkat seseorang #AHY Mendunia
154	1	Dalam Pilkada DKI, AHY juga mampu menunjukkan kualitasnya sebagai seorang pemimpin muda yang berjiwa ksatria. (AHY mendunia)
155	1	usai pilkada DKI AHY keliling Nusantara merajut Persatuan #Indonesia bukan cuma Jakarta!
156	1	(12) AHY justru menitipkan pentingnya menjaga pluralisme, kebangsaan dan kesatuan dalam persaingan Pilkada. Persatuan lebih penting.
157	1	AHY memang kalah di pilkada tetapi MENANG di hati rakyat.
158	1	Dari pada pendukung Ahok berantem terus. Mending kaya pendukung AHY membuat kopdar biar makin luas siapa tau jadi calon lagi
159	1	Menurut AHY, Pilkada DKI memberi hikmah, pelajaran, ujian dan tantangan yang dapat ia ambil. Semua itu dapat mematangkan karakternya#AIMAN
160	1	@AgusYudhoyono Semangat terus Pak AHY, faktor kekalahan pada pilkada waktu kemarin itu adalah wakil Pak AHY, nanti maju lagi, insyaAlloh.
161	1	kalau dilihat upaya Demokrat mengenalkan AHY cukup berhasil di Pilkada Jakarta, dan sekarang AHY sudah mulai blusukan ke seluruh Indonesia
162	1	@AHY prinsip kepemimpinan, memenangkan sebuah Pilkada, belajar terus dan sangat dinamis. @hildathawilla @Panti_silaban
163	1	Pilihan warga jkt Mayoritas bukan pada ahok, tapi calon selain ahok, terbukti di dua putaran pilkada dki. Mayoritas memilih AHY dan Anies
164	1	Lewat Akun Instagram, AHY Ucapkan Selamat Kepada Paslon Pemenang Pilkada DKI Jakarta
165	1	Menyeberangi Selat Malaka. Aiman KompasTV yang mendapat kesempatan pertama mewawancarai AHY usai Pilkada DKI @Rosianna766Hi
166	1	AHY Sebut Pilkada DKI Berjalan Bermartabat
167	1	Salam kagum buat AHY. Masih muda, berani pensiun dini, berani menantang ahok di pilkada, disaat semua pada takut, termasuk @ridwankamil
168	1	Pilkada DKI berdoa AHY menang. Mudah-mudahan Anies Sandi yang menang.
169	1	soal mental kalah Pilkada, Indonesia harus berguru pada sosok AHY.
170	1	LSI telah membuktikan kejujuran surveynya pada pilkada DKI tahap1- ahokdjarot disurvey langsung kalah dan Ahy menang 1 putaran,
171	1	sehabis pilkada,pileg dan pilpres saya harap AHY menjadi ketua DPR @AgusYudhoyono
172	1	Sebentar lagi kita lupakan kegilaan pilkada DKI. Mari berlari bersama AHY. Kita mulai dari Kepri 23 April
173	1	Saya bilang PASTI MENANG karena bentuk keyakinan akan keberhasilan goal goal LAIN dari IMPROVISASI politik Pak SBY & Pak AHY,di Pilkada DKI.
174	1	semoga Anies menang pilkada dan AHY jadi presiden Indonesia 2019 Aamiin YRA klop dah!@AgusYudhoyono
175	1	@SBYudhoyono setelah pilkada DKI, AHY jadi sangat diperhitungkan. Diharapkan dia bisa menjadi pemimpin RI selanjutnya
176	1	saya pikir target AHY dalam pilkada kemarin adalah untuk membangun sentimen positif
177	1	Jadi, tolong hargai sikap saya dan beberapa pendukung AHY yang memilih bersikap netral di putaran kedua Pilkada DKI 2017 ini.
178	1	Pilkada Rasa Pilkades kata mas @panca66 tidak ada AHY tidak rame
179	1	di pilkada putaran pertama kemarin saya membuat kaos AHY sendiri untuk dibagi-bagikan dilingkungan saya Utan Kayu Jaktim.
180	1	tetap semangat dukung AHY-Sylvi sampai pilkada terlaksana, yakin dan tentukan pilihan anda kepada yang pro rakyat.
181	1	Salah satu cara AHY-Silvy menang pilkada itu mudah. Ibu silvy naik mio tidak memakai helm keliling komplek saat pemilihan Dijamin pada segan
182	1	Maju terus AHY-Silvy dan Anies-Sandi BerSATU bersama menangkan pilkada DKI #pilihpemimpinmuslim #Debat2PilkadaDKI
183	1	Kita tunggu kualitas jiwa Anies Sandi..apa ucapan atas peran suara loyalis AHY-Silvy dalam kemenangan pilkada ini #BasukiKeokMasukBui
184	1	Terimakasih AHY-SILVY, tanpa kalian jakarta tidak akan mempunyai gubernur baru
185	1	saya lebih ke #AgusSilvy
186	1	Cakeeepppp....#bersatunya pendukung #AniesSandi dan #agussilvy
187	1	Jangan lupa pilih paslon no. 1 #AgusSilvy #ForRI1 https://twitter.com/Ruchan_JKT48/status/830605267070902274
188	1	Sinyal Positif Agus-Sylvi Merapat ke Anies-Sandi #PilkadaDKIJakarta #agussilvy https://www.harianbernas.com/berita-32894-Sinyal-Positif
189	1	@ArainsanR @fadlizon @AhyFansclub @AniesSandiNo3 @Gerindra @PDemokrat SIAP RAPATKAN BARISAN SEMUA! SATU KOMANDO #agussilvy
190	1	@AhyFansclub Kalau putaran 2 ,, SIAP RAPAT KAN BARISAN SEMUA ! SATU KOMANDO ! #aniessandi #agussilvy
191	1	Mengakui kekalahan, apapun itu tujuannya tapi great applause lah. Patut ditiru untuk demokrasi yang positif #AgusSilvy
192	1	Salut! @AgusYudhoyono & Mpok Silvy dengan mengakui kemenangan Paslon lain. #agussilvy #Salam2Jari #KitaNKRI #TetapSemangat #PilkadaDKI
193	1	baru quick count,Ttp kalau hasil kpud benar sampai 2putaran SIAP RAPAT KAN BARISAN SEMUA! SATU KOMANDO! #aniessandi #agussilvy
194	1	youtu.be/bxrZD69u61A  tenang, bening, ..dan tulus. Mas Agus, mungkin di masa yg akan datang yaa mas.. #apreciate #agussilvy
195	1	Mari beri masukan & kritik yang membangun bagi yang kalah dalam pertandingan. #PilkadaSerentak2017 #ahokdjarot #agussilvy #AniesSandi
196	1	Apapun hasilnya kau tetap kebanggaan kami #AgusSilvy
197	1	Ingat, fokus dan menangkan #AHY #AgusYudhoyono #RakernasDemokrat2017 #DemokratKelilingNusantara @AgusYudhoyono @SBYudhoyono
198	1	Rakernas Partai Demokrat bersama AHY #ahy #partaidemokrat #lombok #gilitrawangan #mataramâ€¦ https://www.instagram.com/p/BTzMrEdliY4/
199	1	Alhamdulillah.... #AHY tersambut hangat, mesra dan intim di NTB.
200	1	Ngawal Abang dulu keliling Ampenan #AHY #fkppi #kawal #bodyguard #military #myjob https://www.instagram.com/p/BTySqVcjLv5/
201	1	Ada apa dengan #AHY knp disetiap acara nya massa membludak?Krn rakyat melihat harapan utk AHY memimpin negara ini dimasa yg dtg. #AHYforAll
202	1	Kekalahan adalah sukses yg tertunda, bukan untuk disesali tapi dijadikan pengalaman tuk lebih baik lagi di masa depan #AHY
203	1	Tandatangan petisi Stop Hoax dan Fitnah serta mendukung gerakan Kebebasan Pers tanpa Hoax dan fitnah. #AHY #Demokrat #demokratbersamarakyat
204	1	#AHY#Demi.Indonesia
205	1	mestinya ya begitu ya Gus....#AHY negarawan.
206	1	Demokrat dengan cinta, untuk NKRI, #AHY dan #Demokrat berbakti.
207	1	#Karanganbungaahok jagoan kalah duluan ...klu gitu #Ahy dong jagoannya bukan ahok
208	1	#ahy
209	1	Pesan #AHY jangan lupa gembira dan cinta Indonesia
210	1	Salam untuk kaum muda. Hormat pada yang tua. #AHY
211	1	#AHY#TheNextLeader#AHY#AdalahKita
212	1	Mau jalan di tempat atau berlari menyongsong masa depan dari sekarang? #AHY menyongsong masa depan
213	1	"Langkah ""Kuda"" Agus Yudhoyono -> https://goo.gl/95ldom  #AHY #SBY #PartaiDemokrat #Pilakada #DKIJakarta"
214	1	Datang tampak muka pulang tampak punggung. Terima kasih Kepri #DemokratKelilingNusantara #AHY
215	1	Aku pada #AHY pemimpin muda
216	1	"#AHY adalah Inspirasi Kaum Muda... ""GERAKAN INDONESIA MUDA"" menuju INDONESIA EMAS"
217	1	Setia pada #AHY sebab politik Indonesia perlu ada regenerasi yg MATANG agar jgn ada lagi kutu loncat
218	1	#Setia HinggAHY akhir #Harapan #MasaDepanBangsa @PDemokrat @SBYudhoyono @hincapandjaitan @ranabaja @hariswijaya1975 @Edhie_Baskoro
